TRACK_ID,FRAME,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt1_n0_dx,dt1_n0_dy,dt2_n0_dx,dt2_n0_dy,dt4_n0_dx,dt4_n0_dy,dt8_n0_dx,dt8_n0_dy,dt12_n0_dx,dt12_n0_dy,dt16_n0_dx,dt16_n0_dy,dt6_n0_dx,dt6_n0_dy,dt10_n0_dx,dt10_n0_dy
1,0,7602,1,0,1840.5199318791265,762.1452659380514,-56.464635120401,-25.548739264025357,-98.07223138218023,-40.299098438654475,-104.69745506692881,-25.0905193404634,-163.79907788286278,-3.505182594201642,-330.1580076349024,-0.8404250304605512,-494.1995339622017,-112.17453271574959,-93.78186003609676,-18.422943045002057,-276.72688589743507,-8.05982549861983
8,0,5108,6,0,1246.555590368909,204.490822707402,-7.1680391337527,-6.524244665637242,2.983894029637668,-9.642338731944506,10.184200570785606,-10.740967793209505,35.53829990404597,-13.210705157628212,50.8108800343059,-15.723012479096127,59.29015743055606,-17.565368685359033,23.426110355997935,-12.109512714253412,45.99190219927618,-13.426405117982085
5,0,7352,13,0,286.7643030334256,666.9712321507591,31.26243596371904,17.178119178858882,74.00925609925622,4.312234111875682,150.46190925692218,-61.08409345131861,163.80998137580173,-274.37071318681103,-68.51109493589863,-320.4102784766457,-163.83328398009746,-262.3249275482982,190.56499415222066,-161.33100057091633,54.44250443372323,-334.5400144409418
2,0,6522,4,0,329.1402766920528,459.3586100013188,-23.704066390467354,-5.312624457533161,-24.76153727217246,-9.902586648319414,-16.65646602096581,0.3574151800179948,-26.401865141494056,3.161318666390912,-93.19612728930296,24.0291034394628,-97.60164443042015,67.07123303026833,-5.3381459842224785,6.817672268303909,-65.10010794535424,6.838045538851077
6,0,8859,5,0,999.8324232544107,1210.5994329900768,-10.434330948468642,-12.344008933098396,4.273514480733297,-25.42186546342009,36.99167576987156,-31.99808908768796,128.18282112464635,-47.2972009275652,202.62678803941319,-55.29091642348954,298.75027206276127,-51.48955105540881,84.22018336204928,-38.851553621224866,156.78422021851134,-53.891099589405485
7,0,9611,10,0,800.4966564388831,1522.5919919167848,-16.185899370276953,-20.368885079462412,-28.15394034832616,-45.464299102673074,-61.940073405735006,-119.84924868195641,-48.40108903736302,-236.37799738100492,-35.44000502825395,-355.5597978214418,-29.985601558597974,-378.8371673819213,-110.44569487247225,-176.26080874056697,-27.16546801374875,-295.4958204444015
9,0,7819,14,0,451.4442097474463,866.3015384368013,-10.198328903293882,7.394272790589525,-5.141481880588572,8.20324404110886,-1.5949811706682342,10.039919590376485,13.605023370637241,-16.92333586965674,19.70508261321902,-136.85665096534046,-19.757001618137334,-244.0261009486435,6.443476475309069,0.5327410511761173,23.35859296864203,-72.0246898682816
4,0,7565,7,0,51.62598598848962,752.3039956571544,-19.994213376390984,-7.889549696621543,-24.012120005037218,-15.242579273940578,-51.62598598848962,0.7016518852019544,-51.62598598848962,1.7016593852583808,-51.62598598848962,64.70213188880234,-51.62598598848962,118.70253689184004,-51.62598598848962,-7.29840811524798,-51.62598598848962,27.701854386720925
3,1,0,15,0,1957.0146776100821,0.0,-13.000097500731274,0.0,-22.000165001238432,0.0,-68.64576364390837,106.53611101269077,-66.28814859365002,214.1139924117819,-56.89118573106179,281.33419096339696,-45.092954524595136,360.15720497199266,-65.70267983941721,165.60429708244186,-56.30417268409542,253.46137454755382
9,1,3138,14,0,441.2458808441524,873.6958112273909,5.0568470227053135,0.8089712505193347,5.143318957381439,1.8842321167940101,12.143237736233175,-0.186881578243856,28.426969391963496,-49.03662634732017,20.70916364702009,-184.66053286231354,-27.182868030793088,-267.286385688547,21.847373921772316,-12.094292874695384,34.74696235335597,-111.57917008769039
4,1,2755,7,0,31.631772612098636,744.4144459605327,-4.017906628646234,-7.3530295773190355,-8.066301357472996,-4.190056382060334,-31.631772612098636,-1.4088734187387215,-31.631772612098636,17.591269082329973,-31.631772612098636,83.59176408604242,-31.631772612098636,138.5921765891363,-31.631772612098633,6.591186581711213,-31.631772612098633,63.59161408491775
1,1,2710,1,0,1784.0552967587253,736.596526674026,-41.60759626177924,-14.750359174629125,-51.66845395587779,-2.680709555618592,-34.841698685546135,12.133956017390576,-207.64703368512343,17.9778568963485,-304.6941600541532,20.09113773998445,-447.70778057891647,-95.12481452736915,-48.70727487537533,6.141587781529097,-240.06067320608327,22.536746020975443
2,1,1607,4,0,305.4362103015855,454.0459855437856,-1.0574708817051146,-4.5899621907862524,2.4583009721540634,-1.7626780059354132,13.087825701959217,7.137838506644357,-22.15415257402566,10.539008032377067,-74.82099762756549,39.486233387535655,-69.6873532897485,81.65498172518755,10.654404195366055,14.056979675234118,-57.29199926310358,19.540499815841258
7,1,4730,10,0,784.3107570686061,1502.2231068373223,-11.968040978049205,-25.09541402321065,-25.41037721195778,-68.78726105924443,-69.57077703898858,-125.14130715926558,-19.15581835729961,-249.07821373198814,-27.976037316131052,-341.8496221099583,-6.868915646563322,-356.0569500652043,-64.00576737391668,-183.10268611380775,-9.503754209277417,-296.9875791465122
6,1,3740,5,0,989.3980923059419,1198.2554240569784,14.707845429201939,-13.077856530321696,34.161881005819396,-18.167948842890155,62.36960467886297,-25.80869862244504,157.34584479609615,-34.76237901690911,238.80149468040963,-43.6744551749066,337.59847026094644,-37.43243552290937,120.6713138429543,-29.843660280676886,188.57292227895073,-37.80124527983253
8,1,591,6,0,1239.3875512351565,197.96657804176476,10.151933163390368,-3.1180940663072647,15.072735795455856,-2.1807800190555326,23.67858414230341,-5.1403183930356136,47.79692610071038,-6.95422648921442,59.221394970020135,-9.592592352013694,68.19604371240052,-14.185799008960489,36.1941403574358,-5.9329558007717935,52.30230319430166,-9.012396476223216
5,1,2511,13,0,318.0267389971446,684.149351329618,42.74682013553718,-12.865885066983195,92.59315048877414,-48.37230705792695,148.04931536924624,-119.75628612848324,88.53250726183813,-332.7255464443488,-135.59095697125295,-329.1551780965055,-202.3781732621655,-275.46158739215235,157.77643070830408,-233.08371005380866,-55.56352658891757,-345.80232370003597
3,2,1,15,0,1944.0145801093508,0.0,-9.000067500507159,0.0,-34.851733429546584,48.3177346719786,-51.95539421294393,146.84326181997218,-46.44938784989654,235.39182953846213,-41.79170582484335,305.6876483669277,-29.206232836309933,367.7343711423689,-53.91576139271638,186.20240704160162,-39.58345318267175,261.20192880156685
7,2,7362,10,0,772.3427160905569,1477.1276928141117,-13.442336233908575,-43.691847036033785,-33.786133057408854,-74.38494957928333,-82.29175452414609,-130.7965096378939,0.9884723345774092,-250.0315213417284,-14.344435961387148,-326.13700097640367,13.791294101833046,-332.20205965768037,-20.247148689036862,-190.91369827833182,-7.28606467992779,-310.0954987187688
6,2,5395,5,0,1004.105937735144,1185.1775675266567,19.454035576617454,-5.0900923125684585,32.718161289138266,-6.576223624267866,79.94666888131599,-13.429688157804776,152.51070573777804,-28.469234125985395,253.8642074944597,-26.717851727048807,335.35140713796915,-19.493354973326408,123.90930664391306,-21.87533546414511,198.35327355867992,-29.869050960069444
8,2,629,6,0,1249.5394843985464,194.84848397545747,4.920802632065488,0.937314047251732,7.2003065411479374,-1.098629061265001,20.442216326360267,-2.4671739823089065,43.00800816963852,-3.7840663860375803,50.82025577469244,-6.83061589438222,58.91145487291738,-13.506146869183054,32.5544058744083,-3.568366425683706,47.82698600466824,-6.0806737471516215
2,2,1606,4,0,304.3787394198804,449.45602335299935,3.5157718538591785,2.8272841848508388,8.105071251206653,10.260001828337408,19.423391287949983,16.720258916623322,-40.338570673181785,16.74063218717049,-80.7948462588256,51.96930670140347,-62.16935893586908,93.56245111195568,-1.6403278693215952,13.063905314710325,-68.43459001713049,33.931690087782215
9,2,3063,14,0,446.3027278668577,874.5047824779103,0.08647193467612624,1.0752608662746752,3.5465007099203376,1.8366755492676248,11.58495835589764,-7.670502989932742,28.5000748492306,-80.22793390939044,3.1253487656549623,-213.914738820362,-59.18981515414913,-270.91982770962943,18.746505251225813,-25.1265799107656,24.84656449380759,-145.05989500644932
4,2,2650,7,0,27.613865983452396,737.0614163832138,-4.048394728826763,3.1629731952587012,-27.613865983452396,15.944231159142532,-27.613865983452396,7.944171158692597,-27.613865983452396,42.9444336606615,-27.613865983452396,97.9448461637554,-27.613865983452396,148.9452286666242,-27.6138659834524,16.94423865919896,-27.6138659834524,79.94471116274292
